AuthorID,Average_Sentiment_Score
1.41996e+17,0.3409222222222222
1.74648e+17,0.2075390243902439
1.81262e+17,0.5165000000000001
2.10379e+17,0.169364536463109
2.3071e+17,0.10557611940298509
2.37976e+17,0.19065789473684214
2.39504e+17,0.49560000000000004
2.46598e+17,0.4588
2.46936e+17,-0.027251842105263137
2.5203e+17,0.16704080653642356
2.5432e+17,0.10557611940298509
2.5669e+17,0.49560000000000004
2.84661e+17,0.0
2.99443e+17,0.44588
3.04055e+17,0.8442
3.14355e+17,0.1055761194029851
3.15352e+17,0.10557611940298509
3.39163e+17,0.4036765884861407
3.62186e+17,0.16088805970149253
3.72262e+17,0.03660000000000001
3.76672e+17,0.27136666666666664
3.85169e+17,0.0386
3.89019e+17,0.32695
3.90587e+17,-0.13396666666666665
3.95862e+17,0.10557611940298509
4.03431e+17,0.03661930970149254
4.04125e+17,0.9368
4.05207e+17,-0.23835
4.18582e+17,0.2821880597014925
4.22776e+17,-0.13396666666666665
4.29406e+17,0.0
4.38387e+17,0.5789
4.44252e+17,-0.02929850671976107
4.46113e+17,0.3182
4.54949e+17,0.2752361111111111
4.56227e+17,0.07691296455424276
4.57717e+17,0.17873951219512196
4.58151e+17,0.21505000000000002
4.60159e+17,0.1763
4.62954e+17,0.2075390243902439
4.74566e+17,0.2075390243902439
4.76474e+17,0.27368047855958305
4.85039e+17,0.0
4.89048e+17,0.2075390243902439
4.91769e+17,-0.06638694029850746
5.0101e+17,0.23031298245614037
5.20549e+17,0.10557611940298509
5.20652e+17,0.2999522999276427
5.22383e+17,0.45336
5.23257e+17,0.3415281179138322
5.33072e+17,0.9219
5.95463e+17,0.45336
6.00238e+17,0.15685537313432837
6.15996e+17,0.0
6.24142e+17,0.9128
6.46164e+17,0.06465714285714284
6.60618e+17,0.9366
6.6593e+17,0.0
6.82043e+17,0.45336
6.92444e+17,0.3409222222222222
6.93188e+17,0.10557611940298509
6.99642e+17,0.0
7.05201e+17,0.0
7.148e+17,0.10557611940298509
7.17178e+17,0.10557611940298509
7.17395e+17,-0.17252499999999998
7.29327e+17,0.4893464912280702
7.31565e+17,0.19065789473684214
7.35978e+17,0.17445
7.45246e+17,0.19065789473684214
7.50636e+17,0.45879999999999993
7.51356e+17,0.012248
7.60067e+17,0.0
7.66417e+17,0.19065789473684214
7.72911e+17,0.10557611940298509
7.74201e+17,-0.05876666666666667
7.7444e+17,0.21505000000000002
7.74732e+17,0.19909845956354302
7.81101e+17,0.2732
7.85613e+17,0.1055761194029851
7.90944e+17,0.1763
7.96148e+17,0.17445
7.99286e+17,0.19065789473684214
8.04037e+17,0.75912
8.05982e+17,0.679536
8.06619e+17,0.08895
8.07644e+17,0.218376542471156
8.11667e+17,0.3757944444444444
8.12014e+17,0.20191198117244333
8.12719e+17,0.07655
8.12822e+17,0.25
8.13824e+17,0.2075390243902439
8.17835e+17,-0.0767
8.24245e+17,0.3857
8.28529e+17,0.21505000000000002
8.30886e+17,0.8999
8.33602e+17,0.13625555555555555
8.36394e+17,0.49560000000000004
8.38955e+17,0.27136666666666664
8.39414e+17,-0.13396666666666665
8.4282e+17,0.15050379403794037
8.47437e+17,0.4576
8.69178e+17,0.4374
8.71717e+17,0.20156614814814813
8.72559e+17,0.5267
8.76974e+17,0.21505000000000005
8.79613e+17,0.1511821003829873
8.80794e+17,0.15795228333992878
8.8086e+17,0.8977
8.83456e+17,-0.148
8.92333e+17,0.26336
8.97818e+17,0.10546666666666667
9.0074e+17,0.6369
9.01799e+17,0.0
9.0685e+17,0.17445
9.08253e+17,0.0772
9.0972e+17,0.2346315288518739
9.10895e+17,0.008375
9.13108e+17,0.3612
9.15333e+17,0.15832888888888888
9.19639e+17,0.8476
9.25949e+17,0.0
9.28679e+17,0.32700216049382713
9.30443e+17,0.21505000000000005
9.33362e+17,0.44588
9.39736e+17,0.0
9.42798e+17,0.0804
9.44149e+17,0.06465714285714284
9.46033e+17,0.0
9.49029e+17,0.21505000000000002
9.68138e+17,0.0
9.7046e+17,0.14994000000000002
9.75067e+17,0.0
9.81317e+17,0.38893333333333335
9.85748e+17,0.0
9.88993e+17,0.21619999999999998
9.94586e+17,0.0
9.96987e+17,0.2732
9.98779e+17,0.9366
1.00257e+18,0.0
1.01386e+18,0.14994000000000002
1.0149e+18,-0.13396666666666665
1.01628e+18,0.022385714285714287
1.0191e+18,0.1763
1.0198e+18,0.202028
1.02171e+18,-0.11315
1.03637e+18,-0.23835
1.03861e+18,-0.18330000000000002
1.03965e+18,-0.05876666666666667
1.04572e+18,0.3182
1.04778e+18,0.0772
1.04907e+18,0.5267
1.05086e+18,0.8422499999999999
1.058e+18,0.49560000000000004
1.06565e+18,-0.13396666666666665
1.07359e+18,0.4404
1.07873e+18,0.0
1.08516e+18,0.9366
1.08539e+18,0.53904
1.08626e+18,0.7184
1.08716e+18,0.4588
1.09377e+18,0.45336
1.09467e+18,-0.18330000000000002
1.105e+18,0.8422499999999999
1.10561e+18,0.21505000000000002
1.11852e+18,0.07208333333333333
1.11901e+18,0.7104
1.12071e+18,0.5165000000000001
1.1212e+18,0.8611
1.13448e+18,0.5165000000000001
